id,title,kind,synopsis,summaries,votes
120685,Godzilla,movie,movie reel nuclear island island huge explosion single unhatched egg boat fish catch captain weird mark radar boat alarm boat large unseen monster giant boat study helicopter man different project mysterious French man old man Japanese fishing boat man flame cigarette lighter tone next assignment next sample sample depression ground giant footprint unbelievable nothing earth footprint big new bos tell project field study tape shipwreck interrogation old man cab news studio job reporter anchor job nose nearby poster team car ride site shipwreck radiation scientist abnormal growth due radiation long time shipwreck French man member report beach tissue sample study ocean seaboard fishing day something underwater crew ship upside-down team report new nuclear French friend husband dinner restaurant TV old girlfriend man line huge fish beast fishing city restaurant camera small video monster city foot street speech re-election monster street gigantic oblivious destruction city status report incredulous animal big island unique creature plenty opportunity video TV bag badge picture own identity reporter man name assistance special sector French government jacket collar mayor meeting crew team monster tough rd street subway station way tunnel city tunnel island island monster large pile fish gang team fish trap crazy trap fish fire monster city pursuit missile ineffective monster cold-blooded heat signature missile strike monster ineffective beast hunter intersection blood sample street shop different pregnancy secret past tent monster pregnant blood sample tape meeting beast time open area theory creature pregnant monster other fish city food young report tape report mispronunciation tape stole press tape taxi angry different way van driver driver situation part mission country own creation French nuclear base city hole wall home fault team sneak city trap huge noise air fish trap army river sub team team explosive insufficient real damage baby part escape shower room vent arena man team military bomber busy help team cant get last team way military vent door idea message booth message live TV military message e-mail lobby sec lobby jam way s building infant anything dead taxi furious chase cab cab radio frequency tunnel plan suspension bridge incident mouth beast s fire several dead cab city job exclusive tape film entire event phone goodbye tape few furious fire egg unhatched baby camera,giant reptilian monster destruction earthworm scientist reporter other unlikely city::French atomic bomb unknown creature matter conclusion giant lizard way north havoc big city military monster enough,167987
120686,Stepmom,movie,divorced couple happy sudden change lifestyle easy attorney new girlfriend successful fashion several junior hard comfortable happy kind extra complication mischievous nature contempt caution divorce former publisher stay-at-home-mom cold reception ambitious career woman malice confrontation soon-to-be official stepmom friction terminal range negative angry woman role family angry fact family evident watch untrue shaky truce fact role surrogate mother bond admiration maternal turn hipness guard fear day presence own fear future film family bedridden illness room day family picture acceptance portrait let whole family closing photo side side peace future death marriage,ill woman former husband new lover stepmother::fact new woman life successful photographer way home dad work full-time mother insufficient work important conflict sudden diagnosis cancer little order,54548
120689,The Green Mile,movie,movie group field wheat something someone unfriendly voice sister noise movie old man retirement center unpleasant dream dry toast orderly habit long ground routine several other TV old movie song emotion friend movie powerful story prison guard charge green tile floor powerful memory time place story young urinary infection other guards- new inmate spectacle arrival man complex annoyance other convict name same gigantic muscular negroid man small child- meek dark cell late behavior nothing disrespect authority work happy frustration inmate copy murder rape small posse open field dead late outside warden execution inmate conversation governor wife powerful political hired- job stupid mean other complaint inmate administrator job mental hospital pay little luck execution new job wife bad X-ray order source problem night wife infection advice doctor day mouse cell small room corner room dangerous storage everything room few mouse fury mouse room other amusement entire room avail pursuit mouse contemptible stress serious insolence wife threat final meeting family auditorium electric chair upcoming execution rehearsal prison elderly janitor electric chair necessity sponge convict head cap electric current head execution night execution final talk pleasant memory man time happy exact thing execution little electricity heart new job opportunity execution front charge inmate execution day inmate mouse mouse able spool thread other pet supportive mouse cigar box word new inmate man wife tumor size lemon brain inoperable fatal night urinary infection constant pain doctor next day new inmate mental hospital apparent trance medication life drug-induced stupor groin floor shock unable help medical facility pain great effort cell grabs hand several cloud gnat-like mouth air washroom pain act infection home love wife night morning sick work town public defender trial doubt kind gentle man responsible such horrible crime guilt dog own son day reason prison loaf cornbread wife help racist fury few fire guard straitjacket room promise time room frequent residence execution talk main concern magical place show prison staff rehearsal execution day charge prison show big success rehearsal good change momentary lapse concentration terror anyone anything anger room mouse shock mouse other shock awe horror light cloud room- good new mouse furious fool ultimatum- execution public record mistreatment inadequate behavior night execution electric chair care mouse shoulder execution care chair front audience ceremony last emotional forgiveness real quiet small exception- sponge head time sponge dry late electricity result execution pain much horror audience same time struggle joy other electricity mistaken agony point audience scene assurance everything okay fire extinguisher sponge wet worth wrong inexperience disastrous execution new job mental institution agreement mattress celebration solitary confinement rest time grief-stricken pain wife next day memory severe behavioral uncontrollable other skeptical murderer disastrous belief innocent gift man other risk grown-up young plausible deniability case something wrong next day plan place padded room few retribution reality story case someone crazy room rest medical facility cell ride way cold arm asleep home shotgun prison riot escape attempt close face something mouth light room shine small earthquake connection much memory anything X-ray wife restoration unable pendant mark healer present prison encounter consciousness cell solitary man serious day time grabs face mouth daze face revolver black bad hand other hand worker farm little night room other electricity responsible double murder other horrible whole ordeal arrive examination catatonic cost job house mental hospital same place administrator same room rest life innocent unsure wife night next day trouble upcoming execution innocent man addition pain such pain darkness world execution act kindness crime commit last request flicker show motion picture movie projector film same movie elderly beginning movie awe day execution pendant death auditorium immense hostility audience dead nothing sympathy chair tearful request hood face extra sure sponge wet cap order electricity hand voice chair execution pendant elderly voice unable youth facility tale story something much walk cabin small box flashback execution cabin good place old life accident execution mouse gift longevity hand death punishment genuine miracle alive everyone old die own death wife son funeral doubt mind day life many death oh film close-up,black man child murder rape mysterious gift::penitentiary moral dilemma job murderer special gift::normal day huge brute fact kind heart watching,981420
120693,Half Baked,movie,childhood apartment food horse horse diabetic bail lift home hot medicinal bail money date many time righteous rival drug dealer apartment meeting lab high deal high bust spirit deal pot good end,story bright series crazy jail::accidentaly cop diabetic horse food munchie jail dollar rest group group job janitor pharmaceutical lab rap star dealer side anti-pot daughter dealer typical pothead ton cameo,53655
120694,Halloween H Years Later,movie,home house police teenage neighbor house all-clear office responsible care file house next door teenage trademark white mask car police arrive break-in headmistress small private prep school teenage son campus rest night past death identity trauma stress false pretense alcoholic dependent medication emotional condition secretary parent boyfriend guidance counselor school share semi-discreet relationship relationship overprotective freedom school annual school trip due tuition near-deserted campus school security guard gate town bottle wine party lunch town little unable something past room glass wine waiter way school street school angry fact dead school school downtown school literature class behavior mind knowledge night school gate something wrong ready dinner search pumpkin real name brother sister truth old time sense panic dead bedroom gun front door strange car driveway restless search body light fixture chase residence gate door time other door tiny window gun room hallway shadow gun death hallway head fire extinguisher vehicle front gate sudden moment revelation gate mechanism fire axe school other other various stabs several balcony mess hall dead school alive bullet head coroner body stretcher sure dead policeman gun gunpoint high speed mountainous road body bag slams windshield van van hillside deal body tree fire axe alive helpless mute help pity rage single blow,dean private school name battle last time life own son balance::own death new::sister other sister few death private school new name son long time last time::Seventh movie series character attack unknowing sister death car crash head-mistress executive school trouble rebellious teenage son alive party truth teacher somebody info party time madman job::head prestigious private school year-old son th anniversary evil brother school night stage final battle,59421
120695,From Dusk Till Dawn The Hangman's Daughter,video movie,life hero author intention revolutionary prequel s American author nightmare local bartender revolutionary army stagecoach newly-wed couple dangerous local outlaw hangman beautiful daughter assistance young woman apprentice outlaw hangman local posse trail gang belief invaluable object object new book gold outlaws ride stagecoach wrong impression gang Reese time stagecoach sand foot inn desert inn room night other rest gang sex wife entertainment blood daughter bar businessman establishment group night blood exit hangman gang newly-undead form helpless hangman other patron manage way vampire group fraud money patron bite vampire hooker stake outlaw entire family group bar entrance half-human half-vampire princess daughter hangman hangman hope normal human mistreatment hangman hung upside-down ritual vampire princess scuffle vampire hangman vampire entrance way change complete sunlight sun film army camera temple building reference film scene present-day story man local bar bar patron skeptical true man heart vampire,horror western story birth vampire princess Pandemonium::dangerous local outlaw hangman beautiful daughter little help outlaw hangman local posse trail gang American author couple night shelter inn high priestess half-human half-vampire princess heir night vicious,10136
120719,Kate Leopold,movie,future inventor elevator dreamer patience disrespect monarchy rich family uncle thirtieth birthday blemish family amateur physicist descendant schematic photograph speech suicide portal man first place st century confused temporal universe apartment portal week dog elevator shaft scientific discovery cynical ambitious ex-girlfriend apartment career woman field market research fine avocation woman librarian dog walk bridge apartment brother actor actor steadfast character commercial product diet margarine item someone something merit withdraws uncle integrity time pious year old day life dalliance end mental hospital promotion company banquet stage camera spacetime continuum whole thing beautiful pretzel kismetic inevitability life career portal bride mouth name scene camera wall clock,English day plucky advertising executive::actor brother ex-boyfriend apartment space gap time th place man s tiny camera gap present day new help insight actor character intelligent man modern::English baron end rich fianc family position ruin successful businesswoman living time incident other present other,73069
120732,Sweet Nightmare,movie,dream girl lot insomnia young british engineer construction th bridge request friend south inspection water dam woman jail few life real nightmare romance comedy,friend young British engineer country water dam way sexy girl woman erratic unpredictable jail careful sweet young life nightmare,351
120735,Lock Stock and Two Smoking Barrels,movie,Long-time brag porn notorious disposition card game easy money personal bodyguard game card shark group debt week loss father bar fortune dismay group debt responsible stake money loyal violent debt collector son apprentice work payment due date several money home gang drug heist marijuana cash information group heist debt connection dealer job someone pair antique deal gangster sociopath card game pair bankrupt millionaire specific pair antique personal collection robbery heist leader gang group guard gang member own incriminating encounter traffic job success hideout loot night door wild night various fact live same morning furious tirade wall hole result various sound equipment flat antique money frustration same address search antique son depart debt home bar gang flat shootout lone chemist slaughter latter marijuana money escape flat carnage loot cash car son loot attack office last minute other violent scene carnage opportunity debt money strange fortune car car door debt money unconscious employer dead antique innocent traffic warden prime reunite bar rid evidence antique debt money son quick perusal book job worth fortune film cliffhanger phone mouth side bridge preparing,card game hard loan debt other series sake weed cash antique::Jack-the-lads debt hard man card game next flat group out-of-their-depth drug way confusion pair antique double-barrelled different scam::cardsharp young chip illegal high-roller game local game dire time week various illegal money gang next door clandestine drug operation money shoe scheme simple laid mouse extreme chaos violence body count spiral control way::local gang-land bos real threat finger amputation plan cash next-door gang hardcase pair antique pair job involvement conscientious debt-collector public school psychotic hash-baron lot karma end roll,484486
120737,The Lord of the Rings The Fellowship of the Ring,movie,prologue enslavement powerful magical Last foot son broken sword hand army life temptation creature life hobbit much grief precious home story time sixty th birthday nephew head order l cause atop ultimate plan fuel army large fellow road man night hill l l elvish atop able aide giant many various council fortress r dangerous journey hobbit rightful heir throne son mountain wizardry avalanche mountain presence band encounter ancient demon fire shadow m bridge creature abyss group elvish realm rien husband band light source power finger temptation strong rest sunlight orcs aid orc commander orcs fate head,meek journey powerful::ancient strange twist fate small fact epic order elf darkness evil danger corner hope end reign::future civilization fate search fate young task::power invisibility underestimated power unfathomable magical power evil man dwarf ragtag band evil place birth eternal fellowship task good world rage::ancient own power many chance eleventy-first birthday young perilous Middle-Earth deep shadow::ancient long time many hobbit land uncle journey volcano place,1470311
120738,Lost in Space,movie,year uninhabitable irreversible pollution planetary government lead scientist family wife son habitable planet colonization hypergate orbit hyperdrive faster-than-light travel stable departure arrival project terrorist hypergate construction pilot fighter pilot hypergate defense force enemy risky stunt fellow pilot trouble life craft perfect man job new pilot mission medical expert mission robot unwilling ship sabotage robot program ship sun impossible sun pull such close range sun ship hyperdrive hypergate ship end random uncharted part galaxy crew hole space hole future ship future fact ship unknown design friend much theory ship carnivorous cannibalistic silicon-based spider-like robot ship shock explosion nearby planet confront other command mysterious planet fuel source center strange bubble mysterious origin ship robot bubble area time distortion future time machine power core day launch future future robot time machine future giant space spider human hybrid result alive time machine plan time ship planet spider race ship escape help dagger egg sac young own chance time machine force field family time bubble planet unstable addition core material ship enough power escape velocity debris sky family core material time machine time machine ship several ship planet core planet gravity ship other side idea planet small black hole hyperdrive course detailed star launch hyperspace,family space chance humanity way home::year uninhabitable irreversible pollution global lead scientist family habitable planet colonization hyperdrive faster-than-light travel stable departure arrival terrorist organization mission unwilling stowaway ship::future earth fossil attempt human race gate travel possible gate destination other inhabitable planet normal speed sinister man spaceship order sun chance hyperdrive gate other end unknown silicon-based space little ape-like creature name new star order second gate earth hope::natural energy mission chance survival wife family fighter pilot desperate attempt orbit planet rescue different clear unwelcome stowaway ship gravitational pull sun trip hyperspace unknown part galaxy search star sector space::year natural human life government planet human race new home government construction human race space distant planet scientist vital space mission family wife medical officer teenage daughter video technician son expert heroic military fighter pilot traitorous ship robot mission off-course gravitational pull sun hyper-drive family uncharted part galaxy space,65638
120744,The Man in the Iron Mask,movie,reign militaristic country unpopular food chief adviser food hedonistic luxury legendary rard frequent visitor son war application father pride honor wife worthy lucky girl che marriage festival service esprit old luck ground attack en-masse news son death fit rage palace vengeance severe strain friendship traitor son wake death palace grateful medical assistance mother sister secret leader order motion plot help old secret leader other plan honor allegiance former island prison mysterious prisoner man iron mask corpse iron mask plague ridden burn face iron mask young man safe house countryside unmask identical twin identical brother compassionate gentle dynastic warfare existence superstitious own brother way iron mask time musketeer clad black uniform thing act battlefront letter death king mistress royalty fancy ball absence place good nature floor life letter something amiss palace full alert dock trade re-captured chaos escape brother life iron mask death prison mask aftermath bedroom window old musketeer help prison escape ambush narrowness corridor respect captain door end corridor way exchange everyone astonishment father affair fatherly devotion loyalty pride father first time son final charge front line magnificent valor immobility many reluctance few brother mask face last time musketeer call mask father time death right-hand man furious royal blood door time battalion swap iron mask royal council respect kneel true funeral funeral son hand line proud helm new captain elite group battle cry royal pardon brother country house mother alias food prosperity peace ruler history nation,cruel secret twin brother twin real king::interested money young shag plan many nd twin hidden birth iron mask long time country::friend arrogant tyrannical beautiful suitor son death front leader rebellion unaware loyal protector informant secret lover mother twin brother man iron mask plan throne French location::boy throne day few twin brother country due lifestyle war hunger poverty father side civil life day party young unliked king crush young lady fianc son war care combat way plan man iron mask secure prison man existance present hidden twin brother course free guilt idea mask head plan brother party king old::cruel ruler responsible death love musketeer father other loyal part plan secret good twin brother castle face hidden iron mask solution safe haven::youthful young treasury war captain guard eye penniless sweetheart son musketeer way front leader ex-musketeer priest queen mother widow solitary prisoner face iron mask silence loyalty rage guilt,143470
120746,The Mask of Zorro,movie,Mexican verge country Spanish colonial rule area ruthless Spanish last ditch effort nemesis swordsman innocent townspeople assistance special medallion horse neck gift same night home woman fight house infant daughter own prison old prison several famous scene intent day public ceremony return beautiful young lady bouquet native scent adult drunken clumsy bandit bitter recent capture mentor murder sadistic Texian commander-in-chief successor training makeshift black stallion former route refuge nearby church assistance town old confessional infatuation mysterious bandit return servant thief adventurer challenge trust gentleman stature nobleman servant party hacienda na admiration enough trust secret meeting plan money war next day secret gold mine petty labor gold own land opportunity servant homage name mute sidekick original story mother childbirth local market woman nanny gold mine hacienda process stable map considerable skill sword bodice nothing underwear passionate stable retribution own gold decide mine evidence mine order own daughter mine personal vendetta night hacienda true identity front name arrival true father cell mine gold wagon mine duel life swordfight various mine gold-laden wagon drag cliff process captive peace mantle prospective marriage film epilogue son honor brother room sword trademark,young thief revenge death brother great vengeance own::original mortal enemy plan wealthy expense original prison new place Much swashbuckling derring-do::exile death wife daughter successor escape cocky comical talent sword play daughter prot g meet::Spanish home wife infant daughter daughter governor child revenge young thief revenge new wearer::th century swordsman hero champion tyranny Spanish rule ruthless triumph liberation secret identity rebel home wife dead daughter child pas intent foul plan total control return long imprisonment revenge training orphan boy successor battle American henchman daughter freedom justice man mark,153753
120749,Mercury Rising,movie,film hostage situation man year old bank robber task force superior death cryptographic code complex computer test priority day nine-year-old autistic savant telephone number code magazine anyone division chief boy ability code liability problem man partner boy house sound able diagnosis delusional paranoia murder-suicide scene cache bedroom closet boy difficulty impaired social result autism protection detail hospital assassin train situation fact nobody danger friend fellow agent aware crime contact incident initial car morning situation house previous morning telephone number code next morning woman coffee shop busy sidewalk code chase photo traffic camera coffee shop street information Special agent conspiracy real middle night place place business trip rent morning help letter other carbon paper trash analyst aware situation carbon paper receptionist receptionist visit carbon paper crucial evidence own right meeting anybody emergency police last minute hospital incident number emergency carbon paper precaution other birthday party suggestion meeting friend meeting unaware conversation phone fine order director office authority fact false take protection meeting spot evidence initial fingerprint evidence small task force help spot meeting spot building security room green light team move gunfire team face helicopter helicopter roof agent own gun control team last-ditched effort boy death film foster school welcome friend person trust,nine-year old autistic savant death able top secret code::outcast agent year old autistic boy target top secret government code::unbreakable code test anyone code magazine autistic boy affinity charge inform man unable police police someone report man good standing incident incident hospital assassin try::government brand new super code Impossible year old autistic boy secret mercury,61632
120751,Mighty Joe Young,movie,child death mother mother baby ape thumb trigger finger baby gorilla size other gorillas relative peace wildlife refuge director pair original film refuge staff news report revenge damage hand poacher mother wildlife refuge gala henchman poacher noisemaker frenzy gala concrete bunker refuge staff smuggle truck way airport remark poacher mother truck identity poacher carnival fire wheel electrical poignant scene child scene reminiscent fall free own refuge,legendary fifteen-foot tall mountain gorilla animal sanctuary zoologist young woman poacher vengeance::baby gorilla care tall broad name unseen legend eco-minded emissary sanctuary jungle girl safe facility transition discomfort everything conspiracy own greedy::same tragedy such young unbreakable bond fifteen foot tall gorilla greedy safe animal sanctuary difficult evil past revenge::movie group gorilla young girl mother dead melee large gorilla baby head hunter thumb future young girl gorilla tall representative wildlife refuge gorilla refuge course former hunter revenge gorilla human gorilla rampage,25592
120755,Mission Impossible II,movie,someone identity Russian bio-chemical expert commercial airliner route old friend arrival new virus cure crash plane virus open believing agent incident team third person professional thief able ex-girlfriend team computer expert pilot stake information virus horse event video virus footage able video footage team virus dormant period death mass destruction victim red blood several graphic victim dead victim -hour team way virus virus team virus plan able sample virus last sample laboratory countdown virus body daze hand enough control majority shareholder infection pandemic plan fortune stock skyrocket due team able meeting many cliff side intent engage fist fight little time countdown upper hand dead successful mission criminal record vacation,disease::death antidote creator antidote agent beautiful Nirdoff-Hall share mission secure lab impossible::martial action comic book-flavored sequel plot political predecessor favor pure adrenaline-charged operative top-secret government agency agent rogue sample synthetic virus world population plan exchange stock winner company new chief uncredited cameo role help former gorgeous woman able confidence night smitten capture alive nest::agent mission supply disease mission impossible due fact person disease international bad former agent cure grand plan whole world order terrorist group international thief love interest love interest disease terrible rapid death::scientist friend agent plane something bizarre scientist someone plane mountain real superior mission woman thief friend crash unavailable agent disguise expert plane friend mission old girlfriend hesitant chance::vacation agent assignment beautiful thief bos assignment agent old friend scientist virus cure create whilst former lover old friend fellow agent computer expert Australian helicopter pilot arrive mission virus cure group international virus whole world cure terrible death,284940
120762,Mulan,movie,ancient legendary notorious army ruthless leader alarm army wise general man difference victory defeat teenage prosperous farmer meeting village matchmaker clever tomboyish klutz faith ability morning mother town other matchmaker house eccentric live cricket good luck insect cage havoc meeting disgrace family home daughter father cherry blossom beautiful smug councilman village man family imperial army fear young weak father male member family battle veteran leg interference next day other father combat desperate decision hair short father armor draft information camp place discover horror daughter army capital offense identity small temple property life dragon former guardian gong-ringer powerful guardian home statue lucky cricket matchmaker army place guardian wilderness message army training camp task horse miracle plan cue guardian model soldier camp brawl ruckus son new army sloppy new awkward little-seen son fellow angry camp-wide fight day seemingly-impossible task huge wooden pole heavy arm arrow top advantage pole arrow other enormous difficult time identity dangerous army mountain route army pas battle imperial council new unimpressed training plan war hero forge letter backup mountain ruse camp day ideal woman optimism short-lived mountain pas entire platoon grief-stricken father death snowy cannon position attack evident army last cannon huge avalanche safety cliff medical attention injury sword gender rest angry deception horse army family mission selfish job lucky cricket many avalanche rush attack city woman victory glum liar crowd palace city turn plan latter palace chamber new leader aid time battle safety attention avalanche wrath roof enormous firework rocket leader colorful display safety palace chaos fraud entire nation ultimate display respect countless crowd job council shock home medallion family estate return daughter crest sword priceless gift honor daughter invitation dinner last guardian status family temple adventurous plan family,death army young maiden place process::old Chinese folktale story young maiden lame army order war state place aware order tiny dragon order plan perilous::girl child family man family old wound country family clear enemy encounter matchmaker fire something father place Chinese family protection luck man armor family horse aid other camp way north impass situation idea real gender everything order::family child Chinese girl traditional duty desirable bride empire man family honorable veteran place fictitious son stone dragon magical protector eager baby-dragon general son captain training unit amazing job peasant luck cricket adviser negative report reach front regular army novice company,214976
120768,The Negotiator,movie,top police hostage negotiator hostage-taker additional hostage subject position minimum use force all-out assault middle-aged recent success colleague large money disability fund board informant pager meeting dead gunshot case part part case third house indicate money offshore account serious force widow office chaos several personal assistant two-bit con-man building siege police informant police top negotiator Sabian peace wife daughter scene briefly other reputation Sabian side city pension fund matter few Sabian cat-and-mouse duel dispute authority local jurisdiction course trick book room ventilation security other surveillance former good groundless paranoia Sabian solution help computer last conversation actual informant evidence many conspiracy ringleader evidence confession attack apparent Sabian police control situation full-on assault Sabian building attack plan able building assault uniform belief case chance innocence house evidence former other old squad course confrontation evidence return share full admission house whole area police confession radio arm police Sabian,desperate attempt innocence negotiator corruption murder government office time truth::midst elaborate conspiracy expert negotiator edge murder partner money department pension fund chance innocence expert negotiator conspiracy late::hot shot police negotiator man hour police department day panic control negotiation negotiator way life partner police::hostage negotiator career dangerous reason deep end murder colleague corruption department office evidence everyone building hostage anti-violence creed time peaceful resolution local madness,120343
120772,The Object of My Affection,movie,perfect couple share cozy apartment taste tuna casserole devotion other hitch gay pregnant boyfriend baby marriage independence anything little unqualified affection ready unwed surrogate dad end movie family real relational clich final agreeable unorthodox fashion,pregnant social worker romantic gay friend child::perfect couple share cozy apartment taste tuna casserole devotion other hitch gay pregnant boyfriend baby marriage independence anything little unqualified affection ready unwed surrogate dad,17334
120773,The Odd Couple II,movie,weak minor league baseball team other senior son few daughter airport other car other fastidious clean unkempt casual food third wife few couple suitcase car rental agency empty rental car hillside foot desert highway other farmer truck nearby gas station many illegal truck local sheriff site course night current town local bar couple next morning ride man town wedding car few town same sheriff bus town happy youthful stop bus bus wild car ride police same town same sheriff regional airline plane friend sure soulmate continue son groom roof reverse psychology son service son valuable baseball gift night time depart airport emotion house hesitant place poker old,road trip son daughter wedding::seventeen other last time day daughter next meet rental car order trip odyssey suitcase station complete loss car several dead person toupee underwear revenge-hungry woman wedding time,8355
120776,One True Thing,movie,true movie true someone someone story young woman home weekend busy life city possible career front father mother ill cancer surgery life home care mother help surgery chemotherapy writer father english professor life future career mean sacrifice mother glimpse mother life community special furniture everything wonderful challenge important husband life possible first mother tough time father clean comfort mother lot home front little father home many self-scentered life point affair angry father everyone home oblivious fact family last wife great shape famous quiet family confrontational turn everything same willing anything other woman front house bitter confrontation father diner city mother cancer therapy comfortable mother father room face anything husband marriage unbearable point joyous next point someone life great big hole life family life tired talk minute mother pain much wheel chair nurse clear mother nurse bathroom mother tub unable first time bulky cap mother half bald head skinny tub moment something thing real mother chair pain pill way voice mother hospital small dish cancer little bit applesauce vein anything morphine kindness much mother early bath father wash small dish wipe cupboard mother right mother morning father mother hand movie man story mother illness greif counselor priest man mother overdose impossible father responsible last scene mother bulb soil father fine man father strength right head moment weak father world warm comfortable movie father plant soil,career woman cancer-stricken mother::tough mother serious illness job relationship care lot mother father life way::True family drama mother final care daughter mother job move home soulmate tidy apartment strain guilt busy part load fact father life poor wife cancer professor department head unrealized novelist novel many torturous self-editing advance publisher glow famous successful tenuous realization father something literary giant spite occassional graduate cancer life husband overdose morphine mother life end grave,10468
120777,The Opposite of Sex,movie,film black comedy self-absorbed manipulative cynical teenager home funeral half-brother teacher conservative suburban community young lover pregnant fact child ex-boyfriend uptight sister partner mess bit side student ransom baby argument escape birth year few prison old friend parole officer sex opposite disease end film various opposite superficial sexual gratification family,-year-old girl half-brother boyfriend havoc::year old girl homosexual half-brother sexual partner affair pregnant whole affair scandal school brother true parent child question series::perky teenager everyone gay brother lover friend::death cynical sexy young gay half-brother partner pregnant past sexual misconduct school much attention situation person acid-tongued sister-in-law,19237
120779,Out of Control,movie,drug money diner-owner doorstep,woman mobster boyfriend car whole lot money small town,175
120780,Out of Sight,movie,small-time crook office building ground bank lobby few teller window woman counter accomplice manager man cash drawer bottom good job money man accomplice man director idea bank car engine desperation scene police officer gun altercation story prisoner facility basketball other crowd old-time conclusion couple fellow jogging escape security fence primary point exchange silent guard plan man prison chapel night lunch pistol birthday gift man father subject case prison parking lot longtime friend escape prison guard chapel fenceline large vase guard fence tunnel tower shot guard other tunnel clear shotgun trunk car lengthy conversation highway former convict car trunk fire pistol father trunk lid shut car talk few apartment hot bath gun drawn tub briefly hospital father father unconscious brief time bos car previous prisoner transfer argument route panicky wheel exit highway car control water barrier head car slight concussion incredulous apartment purse picture town last time home short conversation voice serious television report squatter camp dead prison former wife several magician assistant trick woman half secret apartment door part task force team apartment team apartment watch lobby room parking garage elevator elevator lobby-level glimpse car fellow inmate former inmate wealthy businessman time embezzlement small fortune uncut home information secret limo operation heist resistant job transvestite drug-dealing territory job violent brother-in-law match next night plan associate agent midst crime scene day sister several next night house story store compact hotel few hotel bar share drink room sex one-nighter morning pistol room car house trouble case house car headquarters prison job corporation angry lower-waged job security furious prison repentant criminal worthy gainful employment security bank first scene thug mansion plumber housekeeper winter crew safe bedroom other house closet safe try open fire second try combination birth date safe open room office small bathroom hold stash uncut large fish tank office van attack conscience pistol house bedroom door sawed-off shotgun person way main staircase pistol chin scene advantage boxing skill gun dead prison leg cop few due face escape van prisoner cameo van name term prophet th flight prison van lot long drive front seat summary movie suitable synopsis information synopsis story relationship career bank share car trunk escape prison right-hand man way wealthy northern suburb visit businessman diamond stash mansion vicious criminal time jail mansion question love fun,career bank jail moment mutual attraction::career bank jail help process final big scam case second::bank prison tycoon female marshal,78753
120783,The Parent Trap,movie,meet ocean cruise birth divorce contact parent sister wealthy wine grower famous gown designer same all-girls summer match comical hostility prank war camp other isolation same day half torn wedding photograph delight plan unknown girl other intent end summer camp camp plan action maternal grandfather family butler family housekeeper dog young opportunistic fianc e interested money deviousness engagement phone everyone unaware switch family hotel few comical hotel other switch candlelit dinner first meeting dinner sure relationship tripthe annual school startswhile quiet twin residence trip various final prank lake camp ultimatum engagement rid good earshot day home wine collection wine wedding first change heart home first time fearful unwavering confidence,Identical birth biological other first time summer camp plan::summer identical British mother famous dress designer wine maker different universe identity swap spending time other parent swap hotel pair remarriage other::twin twin cool laid-back gal father mother mystery picture birth parent something awful everything beautiful selfish witch dad money::camp young similar common history isolation cabin unsocial behaviour twin birth mother gown designer vineyard-owner father mother beautiful creepy woman money::identical young age divorce same summer camp truth plot other mother father first time plan announcement story many different story start::whole life something cool girl fair summer camp nothing common identical family,105923
